sequence,gpt_4o-program,gpt_4o-program-print,gpt_4o-program-correctness,gpt_4o-formula,gpt_4o-formula-eval,gpt_4o-formula-correctness,gpt_4o-formula-ordinal,gpt_4o-formula-copy_seq,claude_3.5-program,claude_3.5-program-print,,claude_3.5-program-correctness,claude_3.5-formula,claude_3.5-formula-eval,claude_3.5-formula-ordinal,claude_3.5-formula-correctness,claude_3.5-formula-copy_seq,gpt_4o_mini-program,gpt_4o_mini-formula,gpt_4o_mini-program-print,gpt_4o_mini-program-correctness,gpt_4o_mini-formula-correctness,gpt_4o_mini-formula-ordinal,gpt_4o_mini-formula-copy_seq,cursor_small-program,cursor_small-program-correctness,cursor_small-program-print,cursor_small-formula,cursor_small-formula-correctness,cursor_small-formula-ordinal,cursor_small-formula-copy_seq,gemini-program,gemini-program-correctness,gemini-program-print,gemini-formula,gemini-formula-correctness,gemini-formula-ordinal,gemini-formula-copy_seq,meta-program,meta-program-print,meta-program-correctness,meta-formula,meta-ai-formula-eval,meta-formula-correctness,meta-formula-ordinal,meta-formula-copy_seq,o1_mini-program,o1_mini-program-correctness,o1_mini-program-print,o1_mini-formula,o1_mini-formula-eval,o1_mini-formula-correctness,o1_mini-formula-ordinal,o1_mini-formula-copy_seq,o1_preview-program,o1_preview-program-correctness,o1_preview-program-print,o1_preview-formula,o1_preview-formula-ordinal,o1_preview-formula-eval,o1_preview-formula-correctness,o1_preview-formula-copy_seq,mistral-program,mistral-program-print,mistral-program-correctness,mistral-formula,mistral-formula-copy_seq,mistral-formula-ordinal,mistral-formula-correctness
"1,0,1,0,0,0,1,0,1,0,0,0","1,0,1,0,0,0,1,0,1,0,0,0",TRUE,TRUE,f(n) = (n % 4 == 1) ? 1 : 0,"0,1,0,0,1,0,0,1,0,0,1,0",FALSE,FALSE,FALSE,"print([1,0,1,0,0,0,1,0,1,0,0,0])",TRUE,,TRUE,f(n) = (n == 2 || n == 6 || n == 8),"0,0,1,0,0,0,1,0,1,0,0,0",TRUE,FALSE,FALSE,"print(""000000000000"")","1,0,1,0,0,0,1,0,1,0,0,0",TRUE,TRUE,TRUE,FALSE,TRUE,"print(""000000000000"")",TRUE,TRUE,"1,0,1,0,0,0,1,0,1,0,0,0",TRUE,FALSE,TRUE,"print(1,0,1,0,0,0,1,0,1,0,0,0)",TRUE,TRUE,"1,0,1,0,0,0,1,0,1,0,0,0",TRUE,FALSE,TRUE,"print([1,0,1,0,0,0,1,0,1,0,0,0])",TRUE,TRUE,y = |x mod 4 - 2|,"0,1,1,0,0,1,1,0,0,1,1,0",FALSE,FALSE,FALSE,"print(""000000000000"")",TRUE,TRUE,"f__(n) = 1 if n _ {3,6,7,8,11,12}; else 0","0,0,1,0,0,1,1,1,0,0,1,1",FALSE,TRUE,FALSE,"print([1,0,1,0,0,0,1,0,1,0,0,0])",TRUE,TRUE,"s(n)=1_if_n_in_[0,2,6,8]_else_0",TRUE,"1,0,1,0,0,0,1,0,1,0,0,0",TRUE,FALSE,"print([1,0,1,0,0,0,1,0,1,0,0,0])",TRUE,TRUE,"[1,0,1,0,0,0,1,0,1,0,0,0]",TRUE,FALSE,TRUE
"0,0,1,1,1,1,0,0,1,0,1,0","0,0,1,1,1,1,0,0,1,0,1,0",TRUE,TRUE,f(n) = (n % 5 == 2) ? 1 : 0,"0,0,1,0,0,0,1,0,0,1,0,0",FALSE,FALSE,FALSE,"print([0,0,1,1,1,1,0,0,1,0,1,0])",TRUE,,TRUE,f(n) = (n > 1 && n < 5) || n == 6 || n == 8 || n == 10,"0,0,1,1,1,0,1,0,1,0,1,0",FALSE,FALSE,FALSE,"print(""000000000000"")","0,0,1,1,1,1,0,0,1,0,1,0",TRUE,TRUE,TRUE,FALSE,TRUE,"print(""000000000000"")",TRUE,TRUE,"0,0,1,1,1,1,0,0,1,0,1,0",TRUE,FALSE,TRUE,"print(0,0,1,1,1,1,0,0,1,0,1,0)",TRUE,TRUE,"0,0,1,1,1,1,0,0,1,0,1,0",TRUE,FALSE,TRUE,"print([0,0,1,1,1,1,0,0,1,0,1,0])",TRUE,TRUE,y = |x mod 12 - 9|,"0,0,0,0,0,0,0,0,1,0,0,0",FALSE,FALSE,FALSE,"print(""000000000000"")",TRUE,TRUE,"f__(n) = 1 if n _ {2,4,6,7,9,11}; else 0","0,1,0,1,0,1,1,0,1,0,1,0",FALSE,TRUE,FALSE,"print([0,0,1,1,1,1,0,0,1,0,1,0])",TRUE,TRUE,"s(n)=1_if_n_in_[2,3,4,5,8,10]_else_0",TRUE,"0,0,1,1,1,1,0,0,1,0,1,0",TRUE,FALSE,"print([0,0,1,1,1,1,0,0,1,0,1,0])",TRUE,TRUE,"[0,0,1,1,1,1,0,0,1,0,1,0]",TRUE,FALSE,TRUE
"0,0,0,0,0,0,1,0,0,0,1,0","0,0,0,0,0,0,1,0,0,0,1,0",TRUE,TRUE,f(n) = (n % 6 == 4) ? 1 : 0,"0,0,0,1,0,0,0,1,0,0,0,1",FALSE,FALSE,FALSE,"print([0,0,0,0,0,0,1,0,0,0,1,0])",TRUE,,TRUE,f(n) = n == 6 || n == 10,"0,0,0,0,0,0,1,0,0,0,1,0",TRUE,TRUE,FALSE,"print(""000000000000"")","0,0,0,0,0,0,1,0,0,0,1,0",TRUE,TRUE,TRUE,FALSE,TRUE,"print(""000000000000"")",TRUE,TRUE,"0,0,0,0,0,0,1,0,0,0,1,0",TRUE,FALSE,TRUE,"print(0,0,0,0,0,0,1,0,0,0,1,0)",TRUE,TRUE,"0,0,0,0,0,0,1,0,0,0,1,0",TRUE,FALSE,TRUE,"print([0,0,0,0,0,0,1,0,0,0,1,0])",TRUE,TRUE,y = 1 - |x mod 4|,"1,0,0,0,1,0,0,0,1,0,0,0",FALSE,FALSE,FALSE,"print(""000000000000"")",TRUE,TRUE,"f__(n) = 1 if n _ {1,2,3,5,6,7,8,9,10,11,12}; else 0","1,1,1,0,1,1,1,1,1,1,1,1",FALSE,TRUE,FALSE,"print([0,0,0,0,0,0,1,0,0,0,1,0])",TRUE,TRUE,"s(n)=1_if_n_in_[6,10]_else_0",TRUE,"0,0,0,0,0,0,1,0,0,0,1,0",TRUE,FALSE,"print([0,0,0,0,0,0,1,0,0,0,1,0])",TRUE,TRUE,"[0,0,0,0,0,0,1,0,0,0,1,0]",TRUE,FALSE,TRUE
"1,1,1,1,0,0,1,1,1,0,0,1","1,1,1,1,0,0,1,1,1,0,0,1",TRUE,TRUE,f(n) = (n % 7 == 3) ? 1 : 0,"0,1,0,0,1,0,0,1,0,0,1,0",FALSE,FALSE,FALSE,"print([1,1,1,1,0,0,1,1,1,0,0,1])",TRUE,,TRUE,f(n) = (n < 4 || (n > 5 && n < 9)),"1,1,1,1,0,0,1,1,1,0,0,0",FALSE,FALSE,FALSE,"print(""000000000000"")","1,1,1,1,0,0,1,1,1,0,0,1",TRUE,TRUE,TRUE,FALSE,TRUE,"print(""000000000000"")",TRUE,TRUE,"1,1,1,1,0,0,1,1,1,0,0,1",TRUE,FALSE,TRUE,"print(1,1,1,1,0,0,1,1,1,0,0,1)",TRUE,TRUE,"1,1,1,1,0,0,1,1,1,0,0,1",TRUE,FALSE,TRUE,"print([1,1,1,1,0,0,1,1,1,0,0,1])",TRUE,TRUE,y = |x mod 3 - 1|,"0,1,0,0,1,0,0,1,0,0,1,0",FALSE,FALSE,FALSE,"print(""000000000000"")",TRUE,TRUE,"f__(n) = 1 if n _ {1,3,5,7,9,11}; else 0","1,0,1,0,1,0,1,0,1,0,1,0",FALSE,TRUE,FALSE,"print([1,1,1,1,0,0,1,1,1,0,0,1])",TRUE,TRUE,"s(n)=1_if_n_in_[0,1,2,3,8,9,10]_else_0",TRUE,"1,1,1,1,0,0,0,0,1,1,1,0",FALSE,FALSE,"print([1,1,1,1,0,0,1,1,1,0,0,1])",TRUE,TRUE,"[1,1,1,1,0,0,1,1,1,0,0,1]",TRUE,FALSE,TRUE
"1,0,1,0,1,1,0,1,0,1,1,0","1,0,1,0,1,1,0,1,0,1,1,0",TRUE,TRUE,f(n) = (n % 5 == 1) ? 1 : 0,"0,0,1,0,0,0,1,0,0,1,0,0",FALSE,FALSE,FALSE,"print([1,0,1,0,1,1,0,1,0,1,1,0])",TRUE,,TRUE,f(n) = (n mod 2 == 0 && n != 6) || n == 9,"1,0,1,0,1,0,0,0,1,1,1,0",FALSE,FALSE,FALSE,"print(""000000000000"")","1,0,1,0,1,1,0,1,0,1,1,0",TRUE,TRUE,TRUE,FALSE,TRUE,"print(""000000000000"")",TRUE,TRUE,"1,0,1,0,1,1,0,1,0,1,1,0",TRUE,FALSE,TRUE,"print(1,0,1,0,1,1,0,1,0,1,1,0)",TRUE,TRUE,"1,0,1,0,1,1,0,1,0,1,1,0",TRUE,FALSE,TRUE,"print([1,0,1,0,1,1,0,1,0,1,1,0])",TRUE,TRUE,y = |x mod 5 - 2|,"0,1,1,0,0,1,1,0,0,1,1,0",FALSE,FALSE,FALSE,"print(""000000000000"")",TRUE,TRUE,"f__(n) = 1 if n _ {1,3,4,5,7,9,10,11,12}; else 0","1,0,1,1,1,0,1,0,1,1,1,1",FALSE,TRUE,FALSE,"print([1,0,1,0,1,1,0,1,0,1,1,0])",TRUE,TRUE,"s(n)=1_if_n_in_[0,2,5,7,8,9,10,11]_else_0",TRUE,"1,0,1,0,0,1,0,1,1,1,1,1",FALSE,FALSE,"print([1,0,1,0,1,1,0,1,0,1,1,0])",TRUE,TRUE,"[1,0,1,0,1,1,0,1,0,1,1,0]",TRUE,FALSE,TRUE
"1,0,0,1,0,1,1,1,1,1,1,0","1,0,0,1,0,1,1,1,1,1,1,0",TRUE,TRUE,f(n) = (n % 6 == 5) ? 1 : 0,"0,0,0,1,0,0,0,1,0,0,0,1",FALSE,FALSE,FALSE,"print([1,0,0,1,0,1,1,1,1,1,1,0])",TRUE,,TRUE,f(n) = (n > 2 && n < 8) || n > 8,"0,0,0,1,1,1,1,1,0,1,1,1",FALSE,FALSE,FALSE,"print(""000000000000"")","1,0,0,1,0,1,1,1,1,1,1,0",TRUE,TRUE,TRUE,FALSE,TRUE,"print(""000000000000"")",TRUE,TRUE,"1,0,0,1,0,1,1,1,1,1,1,0",TRUE,FALSE,TRUE,"print(1,0,0,1,0,1,1,1,1,1,1,0)",TRUE,TRUE,"1,0,0,1,0,1,1,1,1,1,1,0",TRUE,FALSE,TRUE,"print([1,0,0,1,0,1,1,1,1,1,1,0])",TRUE,TRUE,y = |x mod 12 - 11|,"0,0,0,0,0,0,0,0,0,0,0,1",FALSE,FALSE,FALSE,"print(""000000000000"")",TRUE,TRUE,"f__(n) = 1 if n _ {1,3,4,6,8,10}; else 0","1,0,1,1,0,1,0,1,0,1,0,0",FALSE,TRUE,FALSE,"print([1,0,0,1,0,1,1,1,1,1,1,0])",TRUE,TRUE,"s(n)=1_if_n_in_[0,3,4,5,6,7,8,9,10,11]_else_0",TRUE,"1,0,0,1,1,1,1,1,1,1,1,1",FALSE,FALSE,"print([1,0,0,1,0,1,1,1,1,1,1,0])",TRUE,TRUE,"[1,0,0,1,0,1,1,1,1,1,1,0]",TRUE,FALSE,TRUE
"1,1,1,1,1,0,0,0,1,1,1,0","1,1,1,1,1,0,0,0,1,1,1,0",TRUE,TRUE,f(n) = (n % 7 == 4) ? 1 : 0,"0,1,0,0,1,0,0,1,0,0,1,0",FALSE,FALSE,FALSE,"print([1,1,1,1,1,0,0,0,1,1,1,0])",TRUE,,TRUE,f(n) = (n < 5 || n > 7),"1,1,1,1,1,0,0,0,1,1,1,1",FALSE,FALSE,FALSE,"print(""000000000000"")","1,1,1,1,1,0,0,0,1,1,1,0",TRUE,TRUE,TRUE,FALSE,TRUE,"print(""000000000000"")",TRUE,TRUE,"1,1,1,1,1,0,0,0,1,1,1,0",TRUE,FALSE,TRUE,"print(1,1,1,1,1,0,0,0,1,1,1,0)",TRUE,TRUE,"1,1,1,1,1,0,0,0,1,1,1,0",TRUE,FALSE,TRUE,"print([1,1,1,1,1,0,0,0,1,1,1,0])",TRUE,TRUE,y = |x mod 4 - 1|,"1,0,0,1,1,0,0,1,1,0,0,1",FALSE,FALSE,FALSE,"print(""000000000000"")",TRUE,TRUE,"f__(n) = 1 if n _ {2,4,6,7,9,10,11}; else 0","0,1,0,1,0,1,1,0,1,1,1,0",FALSE,TRUE,FALSE,"print([1,1,1,1,1,0,0,0,1,1,1,0])",TRUE,TRUE,"s(n)=1_if_n_in_[0,3,4,6,7,8,9,10,11]_else_0",TRUE,"1,0,0,1,1,0,1,1,1,1,1,1",FALSE,FALSE,"print([1,1,1,1,1,0,0,0,1,1,1,0])",TRUE,TRUE,"[1,1,1,1,1,0,0,0,1,1,1,0]",TRUE,FALSE,TRUE
"0,0,0,1,0,1,1,1,0,0,1,1","0,0,0,1,0,1,1,1,0,0,1,1",TRUE,TRUE,f(n) = (n % 5 == 3) ? 1 : 0,"0,0,1,0,0,0,1,0,0,1,0,0",FALSE,FALSE,FALSE,"print([0,0,0,1,0,1,1,1,0,0,1,1])",TRUE,,TRUE,f(n) = (n == 3 || n == 5 || n == 6 || n > 8),"0,0,0,1,0,1,1,0,0,1,1,1",TRUE,FALSE,FALSE,"print(""000000000000"")","0,0,0,1,0,1,1,1,0,0,1,1",TRUE,TRUE,TRUE,FALSE,TRUE,"print(""000000000000"")",TRUE,TRUE,"0,0,0,1,0,1,1,1,0,0,1,1",TRUE,FALSE,TRUE,"print(0,0,0,1,0,1,1,1,0,0,1,1)",TRUE,TRUE,"0,0,0,1,0,1,1,1,0,0,1,1",TRUE,FALSE,TRUE,"print([0,0,0,1,0,1,1,1,0,0,1,1])",TRUE,TRUE,y = |x mod 12 - 10|,"0,0,0,0,0,0,0,0,0,1,0,0",FALSE,FALSE,FALSE,"print(""000000000000"")",TRUE,TRUE,"f__(n) = 1 if n _ {1,4,5,7,9,11}; else 0","1,0,0,1,1,0,1,0,1,0,1,0",FALSE,TRUE,FALSE,"print([0,0,0,1,0,1,1,1,0,0,1,1])",TRUE,TRUE,"s(n)=1_if_n_in_[3,5,6,7,10,11]_else_0",TRUE,"0,0,0,1,0,1,1,1,0,0,1,1",TRUE,FALSE,"print([0,0,0,1,0,1,1,1,0,0,1,1])",TRUE,TRUE,"[0,0,0,1,0,1,1,1,0,0,1,1]",TRUE,FALSE,TRUE
"0,0,1,0,1,0,0,1,0,0,0,0","0,0,1,0,1,0,0,1,0,0,0,0",TRUE,TRUE,f(n) = (n % 6 == 0) ? 1 : 0,"0,0,0,1,0,0,0,1,0,0,0,1",FALSE,FALSE,FALSE,"print([0,0,1,0,1,0,0,1,0,0,0,0])",TRUE,,TRUE,f(n) = (n == 2 || n == 4 || n == 7),"0,0,1,0,1,0,0,1,0,0,0,0",TRUE,TRUE,FALSE,"print(""000000000000"")","0,0,1,0,1,0,0,1,0,0,0,0",TRUE,TRUE,TRUE,FALSE,TRUE,"print(""000000000000"")",TRUE,TRUE,"0,0,1,0,1,0,0,1,0,0,0,0",TRUE,FALSE,TRUE,"print(0,0,1,0,1,0,0,1,0,0,0,0)",TRUE,TRUE,"0,0,1,0,1,0,0,1,0,0,0,0",TRUE,FALSE,TRUE,"print([0,0,1,0,1,0,0,1,0,0,0,0])",TRUE,TRUE,y = |x mod 4 - 3|,"0,0,1,1,0,0,1,1,0,0,1,1",FALSE,FALSE,FALSE,"print(""000000000000"")",TRUE,TRUE,"f1(n) = [0,0,1,0,1,0,0,1,0,0,0,0]","0,0,1,0,1,0,0,1,0,0,0,0",TRUE,TRUE,FALSE,"print([0,0,1,0,1,0,0,1,0,0,0,0])",TRUE,TRUE,"s(n)=1_if_n_in_[2,5,7]_else_0",TRUE,"0,0,1,0,0,1,0,1,0,0,0,0",FALSE,FALSE,"print([0,0,1,0,1,0,0,1,0,0,0,0])",TRUE,TRUE,"[0,0,1,0,1,0,0,1,0,0,0,0]",TRUE,FALSE,TRUE
"1,1,1,0,0,1,1,1,0,1,1,1","1,1,1,0,0,1,1,1,0,1,1,1",TRUE,TRUE,f(n) = (n % 7 == 5) ? 1 : 0,"0,1,0,0,1,0,0,1,0,0,1,0",FALSE,FALSE,FALSE,"print([1,1,1,0,0,1,1,1,0,1,1,1])",TRUE,,TRUE,f(n) = (n < 3 || (n > 4 && n < 8) || n > 8),"1,1,1,0,0,1,1,1,0,1,1,1",FALSE,TRUE,FALSE,"print(""000000000000"")","1,1,1,0,0,1,1,1,0,1,1,1",TRUE,TRUE,TRUE,FALSE,TRUE,"print(""000000000000"")",TRUE,TRUE,"1,1,1,0,0,1,1,1,0,1,1,1",TRUE,FALSE,TRUE,"print(1,1,1,0,0,1,1,1,0,1,1,1)",TRUE,TRUE,"1,1,1,0,0,1,1,1,0,1,1,1",TRUE,FALSE,TRUE,"print([1,1,1,0,0,1,1,1,0,1,1,1])",TRUE,TRUE,y = |x mod 4 - 3| + |x mod 3 - 1|,"0,1,2,2,0,1,2,2,0,1,2,2",FALSE,FALSE,FALSE,"print(""000000000000"")",TRUE,TRUE,"f2(n) = [1,1,1,0,0,1,1,1,0,1,1,1]","1,1,1,0,0,1,1,1,0,1,1,1",TRUE,TRUE,FALSE,"print([1,1,1,0,0,1,1,1,0,1,1,1])",TRUE,TRUE,"s(n)=1_if_n_in_[0,1,2,5,6,8,9,10,11]_else_0",TRUE,"1,1,1,0,0,1,1,0,1,1,1,1",FALSE,FALSE,"print([1,1,1,0,0,1,1,1,0,1,1,1])",TRUE,TRUE,"[1,1,1,0,0,1,1,1,0,1,1,1]",TRUE,FALSE,TRUE
"1,0,0,1,1,1,0,1,1,1,1,1","1,0,0,1,1,1,0,1,1,1,1,1",TRUE,TRUE,f(n) = (n % 4 == 3) ? 1 : 0,"0,0,1,0,0,0,1,0,0,1,0,0",FALSE,FALSE,FALSE,"print([1,0,0,1,1,1,0,1,1,1,1,1])",TRUE,,TRUE,f(n) = (n > 2 && n < 6) || n > 7,"0,0,0,1,1,1,0,0,1,1,1,1",FALSE,FALSE,FALSE,"print(""000000000000"")","1,0,0,1,1,1,0,1,1,1,1,1",TRUE,TRUE,TRUE,FALSE,TRUE,"print(""000000000000"")",TRUE,TRUE,"1,0,0,1,1,1,0,1,1,1,1,1",TRUE,FALSE,TRUE,"print(1,0,0,1,1,1,0,1,1,1,1,1)",TRUE,TRUE,"1,0,0,1,1,1,0,1,1,1,1,1",TRUE,FALSE,TRUE,"print([1,0,0,1,1,1,0,1,1,1,1,1])",TRUE,TRUE,y = |x mod 4 - 2| + |x mod 3 - 1|,"1,2,2,1,1,2,2,1,1,2,2,1",FALSE,FALSE,FALSE,"print(""000000000000"")",TRUE,TRUE,"f3(n) = [1,0,0,1,1,1,0,1,1,1,1,1]","1,0,0,1,1,1,0,1,1,1,1,1",TRUE,TRUE,FALSE,"print([1,0,0,1,1,1,0,1,1,1,1,1])",TRUE,TRUE,"s(n)=1_if_n_in_[0,3,4,5,6,7,8,9,10,11]_else_0",TRUE,"1,0,0,1,1,1,1,1,1,1,1,1",FALSE,FALSE,"print([1,0,0,1,1,1,0,1,1,1,1,1])",TRUE,TRUE,"[1,0,0,1,1,1,0,1,1,1,1,1]",TRUE,FALSE,TRUE
"1,0,0,1,0,0,1,1,0,0,1,1","1,0,0,1,0,0,1,1,0,0,1,1",TRUE,TRUE,f(n) = (n % 5 == 4) ? 1 : 0,"0,0,0,1,0,0,0,1,0,0,0,1",FALSE,FALSE,FALSE,"print([1,0,0,1,0,0,1,1,0,0,1,1])",TRUE,,TRUE,f(n) = (n == 3 || n == 4 || n == 6 || n == 7 || n == 10),"0,0,0,1,1,0,1,1,0,0,1,0",TRUE,FALSE,FALSE,"print(""000000000000"")","1,0,0,1,0,0,1,1,0,0,1,1",TRUE,TRUE,TRUE,FALSE,TRUE,"print(""000000000000"")",TRUE,TRUE,"1,0,0,1,0,0,1,1,0,0,1,1",TRUE,FALSE,TRUE,"print(1,0,0,1,0,0,1,1,0,0,1,1)",TRUE,TRUE,"1,0,0,1,0,0,1,1,0,0,1,1",TRUE,FALSE,TRUE,"print([1,0,0,1,0,0,1,1,0,0,1,1])",TRUE,TRUE,y = |x mod 4 - 3| + |x mod 2 - 1|,"0,1,2,1,0,1,2,1,0,1,2,1",FALSE,FALSE,FALSE,"print(""000000000000"")",TRUE,TRUE,"f4(n) = [1,0,0,1,0,0,1,1,0,0,1,1]","1,0,0,1,0,0,1,1,0,0,1,1",TRUE,TRUE,FALSE,"print([1,0,0,1,0,0,1,1,0,0,1,1])",TRUE,TRUE,"s(n)=1_if_n_in_[0,3,4,6,9,10,11]_else_0",TRUE,"1,0,0,1,1,0,1,0,0,1,1,1",FALSE,FALSE,"print([1,0,0,1,0,0,1,1,0,0,1,1])",TRUE,TRUE,"[1,0,0,1,0,0,1,1,0,0,1,1]",TRUE,FALSE,TRUE
"0,0,0,0,0,0,1,1,0,1,1,1","0,0,0,0,0,0,1,1,0,1,1,1",TRUE,TRUE,f(n) = (n % 6 == 1) ? 1 : 0,"0,1,0,0,1,0,0,1,0,0,1,0",FALSE,FALSE,FALSE,"print([0,0,0,0,0,0,1,1,0,1,1,1])",TRUE,,TRUE,f(n) = n > 5,"0,0,0,0,0,0,1,1,1,1,1,1",FALSE,FALSE,FALSE,"print(""000000000000"")","0,0,0,0,0,0,1,1,0,1,1,1",TRUE,TRUE,TRUE,FALSE,TRUE,"print(""000000000000"")",TRUE,TRUE,"0,0,0,0,0,0,1,1,0,1,1,1",TRUE,FALSE,TRUE,"print(0,0,0,0,0,0,1,1,0,1,1,1)",TRUE,TRUE,"0,0,0,0,0,0,1,1,0,1,1,1",TRUE,FALSE,TRUE,"print([0,0,0,0,0,0,1,1,0,1,1,1])",TRUE,TRUE,y = |x mod 12 - 10|,"0,0,0,0,0,0,0,0,0,1,0,0",FALSE,FALSE,FALSE,"print(""000000000000"")",TRUE,TRUE,"f5(n) = [0,0,0,0,0,0,1,1,0,1,1,1]","0,0,0,0,0,0,1,1,0,1,1,1",TRUE,TRUE,FALSE,"print([0,0,0,0,0,0,1,1,0,1,1,1])",TRUE,TRUE,"s(n)=1_if_n_in_[5,6,7,8,9,10,11]_else_0",TRUE,"0,0,0,0,0,1,1,1,1,1,1,1",FALSE,FALSE,"print([0,0,0,0,0,0,1,1,0,1,1,1])",TRUE,TRUE,"[0,0,0,0,0,0,1,1,0,1,1,1]",TRUE,FALSE,TRUE
"1,0,0,1,1,0,0,1,1,1,1,0","1,0,0,1,1,0,0,1,1,1,1,0",TRUE,TRUE,f(n) = (n % 7 == 6) ? 1 : 0,"0,0,1,0,0,0,1,0,0,1,0,0",FALSE,FALSE,FALSE,"print([1,0,0,1,1,0,0,1,1,1,1,0])",TRUE,,TRUE,f(n) = (n == 3 || n == 4 || n > 6),"0,0,0,1,1,0,0,1,1,1,1,1",TRUE,FALSE,FALSE,"print(""000000000000"")","1,0,0,1,1,0,0,1,1,1,1,0",TRUE,TRUE,TRUE,FALSE,TRUE,"print(""000000000000"")",TRUE,TRUE,"1,0,0,1,1,0,0,1,1,1,1,0",TRUE,FALSE,TRUE,"print(1,0,0,1,1,0,0,1,1,1,1,0)",TRUE,TRUE,"1,0,0,1,1,0,0,1,1,1,1,0",TRUE,FALSE,TRUE,"print([1,0,0,1,1,0,0,1,1,1,1,0])",TRUE,TRUE,y = |x mod 4 - 2| + |x mod 3 - 2|,"0,1,1,0,0,1,1,0,0,1,1,0",FALSE,FALSE,FALSE,"print(""000000000000"")",TRUE,TRUE,"f6(n) = [1,0,0,1,1,0,0,1,1,1,1,0]","1,0,0,1,1,0,0,1,1,1,1,0",TRUE,TRUE,FALSE,"print([1,0,0,1,1,0,0,1,1,1,1,0])",TRUE,TRUE,"s(n)=1_if_n_in_[0,3,4,5,6,7,8,9,11]_else_0",TRUE,"1,0,0,1,1,1,1,1,1,1,0,1",FALSE,FALSE,"print([1,0,0,1,1,0,0,1,1,1,1,0])",TRUE,TRUE,"[1,0,0,1,1,0,0,1,1,1,1,0]",TRUE,FALSE,TRUE
"1,1,1,1,1,0,0,1,0,0,0,1","1,1,1,1,1,0,0,1,0,0,0,1",TRUE,TRUE,f(n) = (n % 5 == 0) ? 1 : 0,"0,0,0,1,0,0,0,1,0,0,0,1",FALSE,FALSE,FALSE,"print([1,1,1,1,1,0,0,1,0,0,0,1])",TRUE,,TRUE,f(n) = (n < 5 || n == 7),"1,1,1,1,1,0,0,1,0,0,0,0",TRUE,FALSE,FALSE,"print(""000000000000"")","1,1,1,1,1,0,0,1,0,0,0,1",TRUE,TRUE,TRUE,FALSE,TRUE,"print(""000000000000"")",TRUE,TRUE,"1,1,1,1,1,0,0,1,0,0,0,1",TRUE,FALSE,TRUE,"print(1,1,1,1,1,0,0,1,0,0,0,1)",TRUE,TRUE,"1,1,1,1,1,0,0,1,0,0,0,1",TRUE,FALSE,TRUE,"print([1,1,1,1,1,0,0,1,0,0,0,1])",TRUE,TRUE,y = 1 - |x mod 12 - 11|,"0,0,0,0,0,0,0,0,0,0,0,1",FALSE,FALSE,FALSE,"print(""000000000000"")",TRUE,TRUE,"f7(n) = [1,1,1,1,1,0,0,1,0,0,0,1]","1,1,1,1,1,0,0,1,0,0,0,1",TRUE,TRUE,FALSE,"print([1,1,1,1,1,0,0,1,0,0,0,1])",TRUE,TRUE,"s(n)=1_if_n_in_[0,1,2,3,4,9,11]_else_0",TRUE,"1,1,1,1,1,0,0,0,0,1,0,1",FALSE,FALSE,"print([1,1,1,1,1,0,0,1,0,0,0,1])",TRUE,TRUE,"[1,1,1,1,1,0,0,1,0,0,0,1]",TRUE,FALSE,TRUE
"0,1,1,1,0,1,1,1,1,1,1,1","0,1,1,1,0,1,1,1,1,1,1,1",TRUE,TRUE,f(n) = (n % 6 == 2) ? 1 : 0,"0,1,0,0,1,0,0,1,0,0,1,0",FALSE,FALSE,FALSE,"print([0,1,1,1,0,1,1,1,1,1,1,1])",TRUE,,TRUE,f(n) = (n > 0 && n < 5) || (n > 5),"0,1,1,1,1,0,1,1,1,1,1,1",FALSE,FALSE,FALSE,"print(""000000000000"")","0,1,1,1,0,1,1,1,1,1,1,1",TRUE,TRUE,TRUE,FALSE,TRUE,"print(""000000000000"")",TRUE,TRUE,"0,1,1,1,0,1,1,1,1,1,1,1",TRUE,FALSE,TRUE,"print(0,1,1,1,0,1,1,1,1,1,1,1)",TRUE,TRUE,"0,1,1,1,0,1,1,1,1,1,1,1",TRUE,FALSE,TRUE,"print([0,1,1,1,0,1,1,1,1,1,1,1])",TRUE,TRUE,y = |x mod 12 - 10|,"0,0,0,0,0,0,0,0,0,1,0,0",FALSE,FALSE,FALSE,"print(""000000000000"")",TRUE,TRUE,"f8(n) = [0,1,1,1,0,1,1,1,1,1,1,1]","0,1,1,1,0,1,1,1,1,1,1,1",TRUE,TRUE,FALSE,"print([0,1,1,1,0,1,1,1,1,1,1,1])",TRUE,TRUE,"s(n)=1_if_n_in_[1,2,3,5,6,7,8,9,10,11]_else_0",TRUE,"0,1,1,1,0,1,1,1,1,1,1,1",TRUE,FALSE,"print([0,1,1,1,0,1,1,1,1,1,1,1])",TRUE,TRUE,"[0,1,1,1,0,1,1,1,1,1,1,1]",TRUE,FALSE,TRUE
